animal_id,nombre_cientifico,grupo/animal,familia,tipo,Nombre común,categoria/extincion
11055,Lanius collurio,AVES,PASSERIFORMES,Laniidae,Alcaudon dorsirrojo,LESRPE
16426,Lanius meridionalis ,AVES,PASSERIFORMES,Laniidae,Alcaudon real meridional,LESRPE
11741,Lanius minor,AVES,PASSERIFORMES,Laniidae,Alcaudon chico,En peligro de extincion
12190,Lanius senator,AVES,PASSERIFORMES,Laniidae,Alcaudon comun,LESRPE
80935,Cyanopica cyanus,AVES,PASSERIFORMES,Corvidae,Rabilargo,LESRPE
11384,Pyrrhocorax graculus,AVES,PASSERIFORMES,Corvidae,Chova piquigualda,LESRPE
12065,Pyrrhocorax pyrrhocorax,AVES,PASSERIFORMES,Corvidae,Chova piquirroja,LESRPE
11858,Montifringilla nivalis,AVES,PASSERIFORMES,Passeridae,Gorrion alpino,LESRPE
11973,Petronia petronia,AVES,PASSERIFORMES,Passeridae,Gorrion chillon,LESRPE
11365,Bucanetes githagineus,AVES,PASSERIFORMES,Fringillidae,Camachuelo trompetero,LESRPE
33009,Carduelis spinus,AVES,PASSERIFORMES,Fringillidae,Lugano,LESRPE
11045,Coccothraustes coccothraustes,AVES,PASSERIFORMES,Fringillidae,Picogordo,LESRPE
11047,Fringilla coelebs,AVES,PASSERIFORMES,Fringillidae,Pinzon vulgar,LESRPE
16433,Fringilla montifringilla ,AVES,PASSERIFORMES,Fringillidae,Pinzon real,LESRPE
33011,Fringilla teydea polatzeki,AVES,PASSERIFORMES,Fringillidae,Pinzon azul de Gran Canaria,En peligro de extincion
12315,Fringilla teydea teydea,AVES,PASSERIFORMES,Fringillidae,Pinzon azul de Tenerife,Vulnerable
11116,Loxia curvirostra,AVES,PASSERIFORMES,Fringillidae,Piquituerto comun,LESRPE
12067,Pyrrhula pyrrhula  ,AVES,PASSERIFORMES,Fringillidae,Camachuelo comun ,LESRPE
16435,Serinus citrinella,AVES,PASSERIFORMES,Fringillidae,Verderon serrano,LESRPE
10890,Emberiza cia,AVES,PASSERIFORMES,Emberizidae,Escribano montesino,LESRPE
10907,Emberiza cirlus,AVES,PASSERIFORMES,Emberizidae,Escribano soteno,LESRPE
10911,Emberiza citrinella,AVES,PASSERIFORMES,Emberizidae,Escribano cerillo,LESRPE
11476,Emberiza hortulana,AVES,PASSERIFORMES,Emberizidae,Escribano hortelano,LESRPE
12162,Emberiza schoeniclus schoeniclus,AVES,PASSERIFORMES,Emberizidae,Escribano palustre,LESRPE
12164,Emberiza schoeniclus whiterby/lusitanica,AVES,PASSERIFORMES,Emberizidae,Escribano palustre,En peligro de extincion
16443,Plectrophenax nivalis,AVES,PASSERIFORMES,Calcariidae,Escribano nival,LESRPE
